,pais,Participación,conteo
,Museo Casa de Hidalgo,0.01%,1
,Museo Casa de Moneda de Potosí,0.41%,79
,Museo Casa de Montejo,0.02%,3
,Museo Casa de Murillo,0.08%,16
,Museo Casa de la Bola,0.01%,2
,Museo Casa del Alfeñique,0.01%,2
,Museo Casa del Caballero Águila,0.03%,6
,"Museo Casa del Virrey Liniers, Alta Gracia",0.01%,1
,Museo Catedralicio y Diocesano de León,0.01%,1
,Museo Chapultepec,0.01%,1
,Museo Charcas,0.02%,4
,Museo Colección Andrés Blaisten,0.24%,46
,Museo Colonial,0.09%,17
,Museo Colonial de Charcas,0.03%,5
,Museo Colonial de San Francisco,0.01%,1
,Museo Convento de San Francisco,0.18%,34
,Museo Convento de los Descalzos,0.09%,18
,Museo Diocesano,0.03%,5
,Museo Diocesano de Coro Lucas Guillermo Castillo,0.02%,4
,Museo Diocesano de Merida,0.02%,3
,Museo Enrique Larreta,0.01%,1
,Museo Enrique Udaondo,0.03%,5
,Museo Etnológico de Berlín,0.03%,5
,Museo Fernández Blanco,0.03%,5
,Museo Franciscano,0.01%,2
,Museo Francisco Cristóbal Toro,0.36%,69
,Museo Franz Mayer,0.19%,36
,Museo Fray Francisco Vásquez,0.01%,1
,Museo Fray Pedro Bedón,0.01%,1
,Museo Fray Pedro Gocial,0.05%,10
,Museo Gabriel González Videla,0.04%,7
,Museo Guayasamín,0.01%,2
,Museo Histórico,0.01%,1
,Museo Histórico Dominico,0.24%,46
,Museo Histórico Nacional,0.33%,64
,Museo Histórico Provincial,0.01%,1
,Museo Histórico Provincial Julio Marc,0.01%,2
,Museo Histórico Regional del Cuzco,0.39%,75
,Museo Histórico Santiago,0.01%,1
,Museo Histórico Virreinal,0.01%,1
,Museo Histórico de Churubusco,0.01%,1
,Museo Histórico de Río de Janeiro,0.01%,1
,Museo Inca,0.01%,1
,Museo Inconfidencia,0.01%,1
,"Museo Inka, Universidad San Antonio Abad",0.10%,19
,Museo Isaac Fernández Blanco,0.10%,20
,Museo Jacinto Gigón y Caamaño,0.03%,5
,Museo Jijón y Caamaño. Pontificia Universidad Católica,0.06%,11
,Museo José Luis Bello,0.01%,2
,Museo José Luis Bello y Zetina,0.01%,1
,Museo Juan Sinforiano Bogarín,0.01%,1
,Museo Juan de Tejada,0.01%,1
,Museo Juan del Corral,0.10%,20
,Museo Julio Marc,0.02%,4
,Museo Luis Bello y Zetina,0.01%,1
,Museo Lujan,0.01%,1
,Museo Marqués de Sobre Monte,0.06%,11
,Museo Miguel de Santiago,0.01%,1
,Museo Mons,0.01%,1
,Museo Municipal Remigio Crespo,0.01%,1
,Museo Municipal de Kobe,0.01%,1
,Museo Nacional,0.19%,37
,Museo Nacional Valladolid,0.01%,1
,Museo Nacional d ´Art Barcelona,0.01%,1
,Museo Nacional de Antropología Madrid,0.10%,20
,Museo Nacional de Antropología e historia,0.22%,42
,Museo Nacional de Arte,1.21%,233
,Museo Nacional de Arte Colonial,0.04%,7
,Museo Nacional de Belas Artes,0.05%,9
,Museo Nacional de Bellas Artes,0.30%,58
,Museo Nacional de Dinamarca,0.01%,1
,Museo Nacional de Etnología,0.08%,16
,Museo Nacional de Historia,0.27%,52
,Museo Nacional de San Carlos,0.11%,21
,Museo Nacional de las Intervenciones,0.04%,7
,Museo Nacional del Banco Central del Ecuador,0.03%,6
,Museo Nacional del Ministerio de Cultura y Patrimonio,0.01%,2
,Museo Nacional del Virreinato,4.14%,795
,Museo Nahim Isaías,0.82%,157
,Museo Naval,0.01%,1
,Museo O'Higginiano y de Bellas Artes,0.04%,7
,Museo Oscar María de Rojas,0.01%,2
,Museo Pedro de Osma,0.45%,87
,Museo Peyrredón,0.02%,3
,Museo Provincial Ignacio Agramonte,0.01%,1
,Museo Provincial de Bellas Artes “Rosa Galisteo de Rodríguez”,0.01%,2
,Museo Provincial de Bellas Artes. Casa de Arias Rengel,0.04%,7
,Museo Regional,0.02%,4
,Museo Regional INAH,0.10%,19
,Museo Regional Michoacano,0.01%,1
,Museo Regional Oaxaca,0.01%,1
,Museo Regional de Chiapas,0.05%,9
,Museo Regional de Guadalajara,0.05%,10
,Museo Regional de Guadalupe,0.03%,5
,Museo Regional de Hidalgo,0.01%,2
,Museo Regional de Morelia,0.01%,1
,Museo Regional de Puebla,0.05%,9
,Museo Regional de Querétaro,0.23%,45
,Museo Regional de Rancagua,0.05%,9
,Museo Regional de San Joao del Rei,0.01%,1
,Museo Regional de Tlaxcala,0.01%,2
,Museo Saavedra,0.01%,1
,Museo San Francisco,0.02%,3
,Museo Santa Clara,0.50%,96
,Museo Santa Rosa de Lima,0.01%,1
,Museo Santa Teresa Potosi,0.04%,8
,Museo Seminario,0.04%,7
,Museo Soumaya,0.62%,119
,Museo Sucre,0.11%,21
,Museo Sumaya,0.01%,1
,Museo Trinidad,0.01%,1
,Museo UPAEP,0.05%,10
,Museo Universidad Autónoma de Puebla,0.13%,25
,Museo Universidad de Turabo,0.08%,16
,Museo Universitario,0.01%,1
,Museo Universitario BUAP,0.10%,19
,Museo Valencia,0.01%,2
,Museo arqueologico,0.01%,1
,Museo colonial,1.06%,204
,Museo de América,1.24%,238
,Museo de Antioquia,0.15%,28
,"Museo de Arqueología, Antropología e Historia",0.02%,3
,Museo de Arte,0.06%,11
,Museo de Arte Colonial,0.38%,72
,"Museo de Arte Colonial Español, Santa Fe.",0.01%,1
,Museo de Arte Colonial Quinta de Anauco,0.04%,7
,Museo de Arte Colonial Quito,0.03%,6
,Museo de Arte Colonial de Merida,0.04%,7
,Museo de Arte Colonial de Morelia,0.01%,1
,Museo de Arte Colonial de Mérida,0.01%,1
,Museo de Arte Denver,0.01%,1
,Museo de Arte La paz,0.03%,5
,Museo de Arte Popular,0.01%,1
,"Museo de Arte Popular, Instituto Riva Agüero",0.01%,1
,Museo de Arte Religioso,1.30%,249
,Museo de Arte Religioso Santa Mónica,0.01%,2
,Museo de Arte Religioso de Santa Mónica,0.20%,38
,Museo de Arte Religioso del  Exconvento de Santa Monica,0.01%,2
,Museo de Arte Religioso del Ex convento de Santa Mónica,0.04%,7
,Museo de Arte Religioso del Exconvento de Santa Mónica,0.04%,8
,"Museo de Arte Religioso, Ex convento de Santa Mónica",0.01%,1
,"Museo de Arte Religioso, Santa Mónica",0.01%,1
,Museo de Arte Rleigioso,0.01%,1
,Museo de Arte Sacro,0.09%,17
,Museo de Arte Universidad de San Marcos,0.08%,16
,Museo de Arte Virreinal,0.06%,11
,Museo de Arte de Filadelfia,1.08%,207
,Museo de Arte de Lima,0.41%,78
,Museo de Arte de New Orleans,0.06%,12
,Museo de Arte de Ponce,0.01%,1
,Museo de Arte de Puerto Rico,0.01%,2
,Museo de Arte de Queretaro,0.01%,1
,Museo de Arte religioso,0.01%,1
,Museo de Arte religioso y Catedral de Lima,0.49%,95
,Museo de Artes Decorativas,0.02%,4
,Museo de Basílica de Guadalupe,0.01%,1
,Museo de Bellas Artes,0.01%,2
,Museo de Bellas Artes de Toluca,0.07%,14
,Museo de Charcas,0.03%,6
,Museo de Convento Francisco,0.01%,2
,Museo de Eslovenia,0.01%,1
,Museo de Fizebad,0.01%,2
,Museo de Guadalajara,0.01%,1
,Museo de Guadalupe,0.02%,3
,Museo de Guayasamin Cáceres,0.01%,2
,Museo de Historia Mexicana,0.03%,5
,Museo de Historia Nacional,0.01%,2
,Museo de Intervenciones,0.01%,1
,Museo de Jesús María,0.01%,2
,Museo de La Merced,0.27%,51
,Museo de Loyola,0.01%,1
,Museo de Navarra,0.03%,6
,Museo de Puebla,0.01%,2
,Museo de San Agustín,0.02%,3
,Museo de San Francisco,0.06%,12
,Museo de San Francisco El Grande,0.01%,1
,Museo de San Juan,0.01%,1
,Museo de Santa Catalina,0.15%,28
,Museo de Santa Mónica,0.01%,1
,Museo de Santa Teresa,0.01%,2
,Museo de Santo Domingo,0.02%,3
,"Museo de Santo Domingo, Quito",0.05%,9
,Museo de Seminario,0.01%,1
,Museo de arte sacra de Sao Paulo,0.04%,7
,Museo de la Antigua Recoleta Mercedaria,0.01%,1
,Museo de la Antigua Recoleta de San Diego,0.03%,6
,Museo de la Antigua Reducción,0.01%,2
,Museo de la Basilica de Zapopan,0.01%,2
,Museo de la Basílica de Guadalupe,0.19%,36
,Museo de la Casa Nacional de la Moneda,0.01%,1
,Museo de la Casa de la Moneda,0.01%,1
,Museo de la Catedral,0.03%,5
,Museo de la Catedral de Jaen,0.01%,1
,Museo de la Catedral de Sucre,0.01%,2
,Museo de la Catedral de la Paz,0.03%,6
,Museo de la Ciudad,0.01%,1
,Museo de la Colegiata de San Luís,0.01%,1
,"Museo de la Evangelización, Ex convento Franciscano de San Miguel",0.06%,12
,Museo de la Moneda,0.04%,8
,Museo de la Nación,0.02%,3
,Museo de la Universidad,0.01%,1
,Museo de las Intervenciones,0.06%,11
,Museo de los Mártires Mexicanos,0.01%,2
,Museo de los Veintiséis Mártires,0.01%,1
,Museo de los descalzos,0.06%,11
,"Museo de los padres capuchinos, Sevilla.",0.01%,1
,Museo degli Argenti Florencia,0.01%,1
,Museo del Arzobispo,0.01%,1
,Museo del Banco Central de Ecuador,0.07%,13
,Museo del Cabildo,0.01%,1
,Museo del Carmen,0.56%,107
,Museo del Centro Cultural Santo Domingo,0.02%,3
,Museo del Chicó,0.17%,32
,Museo del Colegio de Guadalupe,0.03%,5
,Museo del Convento de San Francisco,0.05%,9
,Museo del Convento de Santa Teresa,0.01%,2
,Museo del Convento de la Merced,0.01%,1
,Museo del Convento de los Descalzos,0.04%,7
,Museo del Convento de los descalzos,0.02%,3
,Museo del Ex convento Franciscano,0.01%,1
,Museo del Exconvento Franciscano de San Diego Churubusco,0.03%,5
,Museo del Exconvento de Guadalupe,0.01%,2
,Museo del Exconvento de San Nicolás Tolentino,0.01%,1
,Museo del Exconvento de Santa Mónica,0.01%,2
,Museo del Exconvento del Carmen,0.40%,77
,Museo del Palacio Arzobispal,0.05%,10
,Museo del Panteón Nacional Haitiano,0.01%,2
,Museo del Prado,0.01%,1
,Museo del Pueblo de Guanajuato,0.02%,3
,Museo del Santuario de Nuestra Señora de Guadalupe,0.01%,1
,Museo del Santuario del Pueblito,0.02%,4
,Museo del Seminario,0.02%,3
,Museo del Tocuyo,0.01%,1
,Museo del exconvento Franciscano y Colegio de Guadalupe,0.03%,6
,Museo del patriarca Valencia,0.01%,1
,Museo del seminario,0.11%,22
,Museo dominicos,0.14%,27
,Museo nacional,0.02%,3
,Museo virreinal,0.01%,1
,Museos Banco de la República,0.34%,66
,Museos Municipales,0.02%,3
,Museos universitarios,0.02%,3
,Museu Afro Brasil,0.02%,4
,Museu Arquidiocesano de Arte,0.01%,1
,Museu Histórico Nacional,0.02%,3
,Museu Histórico do Colégio do Caraça,0.01%,1
,Museu da Inconfidência,0.04%,8
,Museu de Arte Regional do Património Histórico,0.01%,1
,Museu de Arte Sacra,0.20%,39
,Museu de Arte Sacra da Universidade Federal da Bahia,0.08%,15
,Museu de Arte Sacra de Pernambuco,0.01%,1
,Museu de Arte Sacra de Sao Paulo,0.01%,1
,Museu de Arte Sacra dos Jesuítas Embu das Artes,0.01%,1
,Museu de Arte da Bahia,0.16%,30
,Museu do Estado de Pernambuco,0.02%,3
,Museu do Primeiro Reinado,0.01%,1
,"Museum für Völkerkunde, Viena",0.05%,10
,Museum of Art,0.01%,1
,Museum of Art Conneticut,0.01%,1
,Museum of Arts and Sciences,0.04%,8
,Museum of Fine Arts of Boston,1.51%,290
,Museus Castro Maya,0.01%,2
,México,0.06%,11
,México oaxa coixtla,0.01%,1
,NS  Dolores Xochimilco.,0.02%,4
,National Gallery of Art,1.59%,305
,National Gallery of Canada,0.01%,1
,National Maritime Museum,0.01%,1
,National Museum of American Art,0.01%,1
,National Museum of Mexican Art Chicago,0.01%,1
,National Museum of Women in the Arts,0.02%,3
,National Portrait Gallery,0.78%,149
,Nazarenas,0.01%,1
,Newark Museum,0.03%,6
,Niedersachisischen ladenmuseum  Hannover,0.01%,1
,Noviciado jesuitas,0.01%,1
,Nuestra Senhora da Conceicao da Praia,0.01%,1
,Nunciatura apostólica,0.01%,2
,Obispado de Puebla,0.01%,1
,Obispado de Tlaxcala,0.01%,2
,Observatorio Astronómico,0.01%,1
,Oficina de registro de obras,0.03%,5
,Oicatá,0.04%,7
,Oratorio de San Felipe Neri de San Miguel de Allende,0.02%,3
,Orden tercera de los minimos de San Francisco de Paula,0.01%,1
,Oredem Terceira dos Minimos de Sao Francisco de Paula,0.01%,1
,Palacio Arzobispal,0.89%,171
,Palacio Arzobispal de Caracas,0.01%,2
,Palacio Episcopal de Salta,0.02%,3
,Palacio Municipal,0.01%,1
,Palacio de Minería,0.06%,12
,Palacio de Torre Tagle,0.02%,3
,Palacio de la Escuela de Medicina UNAM,0.01%,1
,Palacio de la Moneda,0.01%,1
,Palacio presidencial,0.04%,8
,Palácio dos Bandeirantes,0.01%,1
,Paradero desconocido,0.06%,12
,Parador San Jua de Dios,0.01%,2
,Parroquia  de Tenjo,0.01%,1
,Parroquia Nuestra Señora de los Dolores y del Campo Florido,0.03%,5
,Parroquia Oiba,0.01%,2
,Parroquia San Martín de Tours,0.01%,2
,Parroquia San Pedro Zacatlán,0.01%,1
,Parroquia Santa Prisca y San Sebastián,0.01%,1
,Parroquia Tenjo?,0.01%,1
,Parroquia Turmequé,0.01%,2
,Parroquia de Cucunubá,0.01%,1
,Parroquia de Lagos de Moreno,0.01%,1
,Parroquia de María Reina de los Ángeles,0.05%,9
,Parroquia de Mocajac,0.01%,1
,Parroquia de Nativitas,0.01%,1
,Parroquia de Nuestra Señora de la Asunción,0.02%,4
,Parroquia de Nuestra Señora de la Encarnación,0.01%,2
,Parroquia de Nuestra Señora de la Natividad,0.02%,4
,Parroquia de Nuestra Señora de la Piedad,0.01%,1
,Parroquia de Ozumba,0.02%,3
,Parroquia de Quiquijana,0.01%,1
,Parroquia de Sagrario Metropolitano,0.01%,1
,Parroquia de San Andrés Apóstol,0.02%,4
,Parroquia de San Andrés Cholula,0.01%,1
,Parroquia de San Andrés de Cholula,0.07%,13
,Parroquia de San Antonio de Padua y Convento de San Judas,0.01%,2
,Parroquia de San Bartolomé,0.01%,1
,Parroquia de San Bartolomé Apóstol,0.01%,1
,Parroquia de San Bernardino Tlaxcalancingo,0.03%,5
,Parroquia de San Bernardino de Siena,0.02%,3
,Parroquia de San Buenaventura Nealtican,0.01%,2
,Parroquia de San Cristóbal Mártir,0.01%,1
,Parroquia de San Diego,0.01%,1
,Parroquia de San Diego Cuachayotla,0.02%,4
,Parroquia de San Dionisio,0.02%,3
,Parroquia de San Esteban Proto Mártir,0.02%,4
,Parroquia de San Felipe de Jesús Hueyotlipan,0.01%,2
,Parroquia de San Francisco,0.01%,1
,Parroquia de San José,0.11%,21
,Parroquia de San José de Gracia,0.02%,3
,Parroquia de San Juan Acatzingo,0.01%,2
,Parroquia de San Juan Apóstol,0.08%,15
,Parroquia de San Juan Bautista,0.03%,5
,Parroquia de San Juan Epatlán,0.01%,2
,Parroquia de San Juan Evang,0.01%,1
,Parroquia de San Juan Evangelista,0.01%,2
,Parroquia de San Lucas Evangelista,0.02%,3
,Parroquia de San Luis,0.05%,9
,Parroquia de San Luis Tehuiloyocan,0.03%,6
,Parroquia de San Marcos,0.02%,4
,Parroquia de San Martín de Tours,0.18%,34
,Parroquia de San Mateo Peñasco,0.01%,1
,Parroquia de San Matias,0.01%,1
,Parroquia de San Miguel Arcangel,0.07%,13
,Parroquia de San Miguel Coatlinchan,0.03%,5
,Parroquia de San Miguel Octopan,0.01%,1
,Parroquia de San Nicolás,0.01%,1
,Parroquia de San Nicolás de Tolentino,0.01%,1
,Parroquia de San Pablo Apóstol,0.03%,5
,Parroquia de San Pedro,0.02%,3
,Parroquia de San Pedro Apóstol,0.02%,3
,Parroquia de San Pedro Cholula,0.07%,13
,Parroquia de San Pedro y San Pablo,0.01%,2
,Parroquia de San Sebastian,0.02%,3
,Parroquia de San Simón,0.01%,1
,Parroquia de San Vicente Ferrer,0.01%,2
,Parroquia de Santa Ana,0.04%,7
,Parroquia de Santa Clara de Asís,0.02%,4
,Parroquia de Santa Cruz,0.02%,3
,Parroquia de Santa Cruz de Jerusalén Atoyac,0.01%,1
,Parroquia de Santa Cruz de Tecámac,0.01%,1
,Parroquia de Santa Cruz y la Soledad de María,0.01%,1
,Parroquia de Santa Ines Ahuatempa,0.01%,1
,Parroquia de Santa María Actipan,0.01%,1
,Parroquia de Santa María Actipan de Morelos,0.01%,2
,Parroquia de Santa María Acuexcomac,0.01%,2
,Parroquia de Santa María Magdalena,0.02%,4
,Parroquia de Santa María Natividad,0.01%,1
,Parroquia de Santa María Tulpetlac,0.01%,1
,Parroquia de Santa María de Ozumbilla,0.01%,1
,Parroquia de Santa María de la Asunción,0.01%,1
,Parroquia de Santa María de la Natividad,0.01%,2
,Parroquia de Santa María de las Rosas,0.01%,1
,Parroquia de Santa María de los Ángeles,0.01%,1
,Parroquia de Santa Prisca,0.04%,8
,Parroquia de Santiago Apostol,0.01%,2
,Parroquia de Santiago Apóstol,0.01%,1
,Parroquia de Santiago Momoxpan,0.01%,1
,Parroquia de Santiago Tetla,0.01%,1
,Parroquia de Tamazulapán Oaxaca,0.03%,5
,Parroquia de Tecamachalco,0.01%,1
,Parroquia de Tenjo,0.01%,2
,Parroquia de Tepetlaoztoc,0.01%,1
,Parroquia de Tequixtepec Oaxaca,0.01%,1
,Parroquia de Totimehuacán,0.01%,1
,Parroquia de Zinacatepec,0.01%,1
,Parroquia de la Inmaculada Concepción,0.01%,1
,Parroquia de la Natividad,0.03%,5
,Parroquia de la Santa Vera Cruz,0.01%,1
,Parroquia de la Soledad San Pedro Tlaquepaque,0.01%,1
,Parroquia de la Virgen de la Natividad,0.01%,2
,Parroquia de los Santos Felipe y Santiago,0.04%,7
,Parroquia de santo Domingo,0.01%,1
,Parroquia del Espiritu Santo,0.01%,1
,Parroquia del Sagrado Corazón de Jesús,0.01%,2
,Parroquia y Ex Convento de San Agustín,0.01%,1
,Parroquía de Santa Cruz del Alto,0.01%,1
,Particular,0.02%,3
,Patronato Hospital de Jesús,0.01%,1
,Payton Wright Gallery,0.01%,1
,Paz de Río,0.04%,7
,Pennsylvania Academy of Fine Arts,0.01%,1
,Perú,0.02%,4
,Peyton Wright Gallery,0.54%,103
,Philbrook Museum of Art,0.01%,2
,Pinacot Banco Central Reserv,0.03%,5
,Pinacoteca Juan Gamboa Guzmán,0.03%,5
,Pinacoteca Santiago Lechuga,0.02%,3
,Pinacoteca Virreinal San Diego,0.55%,105
,Pinacoteca colonial Santiago Lechuga Andia,0.01%,1
,Pinacoteca de Guadalupe,0.01%,2
,Pinacoteca de San Felipe Neri,0.04%,7
,Pinacoteca del Arzobispado,0.02%,3
,Pinacoteca del Ateneo Fuente,0.01%,1
,Pinacoteca del Templo de la Enseñanza,0.04%,7
,Pinacoteca do Estado de São Paulo,0.07%,14
,"Pontificia Universidad Católica de Chile, Colección Joaquín Gandarilla",0.01%,1
,Pontificia Universidad Católica del Perú,0.02%,3
,Portería del convento de San Francisco,0.01%,1
,Potosí,0.01%,1
,Prelatura Humahuaca,0.03%,5
,Presidencia de República,0.01%,1
,Propiedad particular,0.02%,3
,Provincia de Ns Gracia Bogotá,0.01%,1
,Quemada en 1955,0.02%,3
,Ramiriquí,0.01%,1
,Real Academia de la Lengua,0.01%,1
,Real colegio jesuítico,0.01%,1
,Recolección de Urquillos,0.02%,3
,Recoleta de San Diego,0.02%,3
,Rectorado Universidad San Antonio Abad,0.02%,4
,Refectorio del Carmen,0.02%,3
,Refectorio del Convento de San Francisco,0.01%,1
,Residencia de la Compañía de Jesús,0.01%,1
,Retablo capilla rosario iglesia de  sto Domingo,0.01%,1
,Retablo del Altar Mayor del Templo del Barrio de la Santisima Trinidad,0.01%,1
,Retablo del Ex convento de Huaquechula,0.01%,1
,"Retablo lateral, Parroquia de Nuestra Señora de los Dolores de Xaltocán, Xochimilco.",0.01%,1
,Reynolda House Museum of American Art,0.04%,8
,Rijksmuseum Amsterdam,0.01%,1
,Robert Simon Fine Art,0.06%,11
,"Ronna Hope Katzing Collection, Miami",0.01%,2
,Royal Collection,0.01%,2
,SD,3.33%,640
,Sacristía de la catedral,0.01%,1
,Sagrario de la Catedral de Toluca,0.01%,2
,Sagrario de la parroquia de San Bernardino Tlaxcalancingo,0.01%,1
,"Sagrario de la parroquia de San Bernardino, Tlaxcalancingo",0.01%,1
,Sala Capitular del Cabildo Eclesiástico,0.01%,1
,Sala capitular s agustin,0.01%,1
,Sala de Juntas de la Cofradía de Aránzazu,0.01%,1
,Salvador de Bahía,0.01%,2
,Samacá,0.03%,5
,San Anton Palace,0.03%,6
,San Antonio Museum,0.01%,1
,San Antonio Museum of Art,0.04%,7
,San Antonio Museum of art,0.01%,2
,San Diego,0.03%,5
,San Francisco,0.01%,2
,San Francisco Asis,0.01%,1
,San Juan de Dios,0.01%,1
,San Mateo Xoloc,0.01%,1
,San Miguel Chapel,0.01%,2
,San Miguel del Milagro,0.01%,1
,San Roque,0.01%,1
,Santa Casa de Loreto,0.01%,1
,Santa Casa de Misericordia da Bahía,0.01%,1
,Santa Clara,0.02%,4
,Santa Fe de Antioquia,0.01%,2
,Santa María Acuezcómac,0.01%,1
,Santa María Sopra Minerva,0.01%,1
,Santander,0.03%,5
,Santo domingo Ayacucho,0.01%,1
,Santuario,0.02%,3
,Santuario Diocesano de Guadalupe,0.01%,1
,Santuario Las Lajas,0.01%,1
,Santuario de Atotonilco,0.01%,1
,Santuario de El Quiche,0.01%,1
,Santuario de Guadalupe,0.44%,84
,Santuario de Jesús Nazareno,0.16%,31
,Santuario de Loreto,0.01%,2
,Santuario de Nuestra Senora de Guadalupe,0.01%,1
,Santuario de Nuestra Senora de la Merced,0.02%,3
,Santuario de Nuestra Señora de Guadalupe,0.01%,1
,Santuario de Nuestra Señora de Ocotlán,0.02%,4
,Santuario de Nuestra Señora de Tzocuilac,0.02%,3
,Santuario de Nuestra Señora de la Luz,0.01%,1
,Santuario de Nuestra Señora de los Ángeles,0.01%,2
,Santuario de Nuestra Señora del Quinche,0.01%,2
,Santuario de San Miguel del Milagro,0.06%,11
,Santuario de Santa Rosa,0.01%,1
,Santuario de Tzocuilac,0.02%,4
,Santuario de la Preciosa Sangre,0.01%,2
,Santuario de los Remedios,0.03%,6
,Santuario del Guápulo,0.01%,2
,Santuario del Señor de Tlacotepec,0.01%,1
,Santuario del Señor de la Santa Veracruz,0.01%,1
,Sao Joao del Rey,0.01%,1
,Sd,0.02%,3
,Seminario Mayor,0.01%,2
,Seminario Palafoxiano,0.01%,1
,Seminario de San Antonio Abad,0.02%,3
,Simois Gestión de Arte,0.02%,4
,Sin datos,0.10%,19
,Smithsonian American Art Museum,1.74%,335
,Smithsonian art Museum,0.01%,1
,Sn. Juan Ixtayopan?,0.01%,1
,Soc. Mariológica Col,0.01%,1
,Soc. Mariológica col,0.01%,1
,"Sociedad Hispánica de América, New York",0.01%,1
,Sotocoro del Templo de Sta Cruz de Jerusalem o Los Santos Lugares,0.01%,2
,Sotocoro del Templo del Exconvento de Santa Clara,0.01%,1
,Sotocoro del convento franciscano de San Miguel de Tecamachalco,0.07%,14
,Sotocorro del Templo del Exconvento Concepcionista de la Santisina Trinidad,0.01%,1
,Spanish Colonial Art Society,0.06%,12
,Szepmuveszeti Museum Budapest,0.01%,1
,São Bento,0.01%,1
,Tasco,0.01%,1
,Templo Carmen,0.01%,1
,Templo Conventual Dominico de San Pablo de los Frailes,0.01%,1
,Templo Conventual de San Cosme y San Damian de la orden de Nuestra Senora de La Merced,0.01%,2
,Templo Conventual de San Joaquín de Carmelitas Descalzos,0.01%,1
,Templo Conventual del Carmen,0.04%,8
,Templo Hospitalario de San Juan de Dios,0.01%,1
,Templo Igreja Matriz de Nossa Senhora da Candelária,0.01%,1
,"Templo Niño Jesús Ñeque, Aya",0.01%,2
,Templo Parroquial Tamazulapan,0.01%,1
,Templo Parroquial de Q’orga,0.01%,1
,Templo Parroquial de San Jerónimo,0.01%,1
,Templo Parroquial de Tinta (¿?),0.04%,8
,Templo San Antonio de Padua,0.01%,2
,Templo San Francisco,0.01%,1
,Templo San Francisco Acatepec,0.08%,16
,Templo San Francisco Nartex,0.01%,1
,Templo San Francisco el Grande,0.02%,3
,Templo Virgen del Pilar de Zaragoza del Arco,0.02%,3
,Templo conventual de Santo Domingo,0.02%,3
,Templo de Carma,0.01%,2
,Templo de Coamilco,0.01%,1
,Templo de Cocucho,0.01%,1
,Templo de Guadalupe,0.01%,1
,Templo de Loreto,0.02%,3
,Templo de Monguí,0.01%,1
,Templo de Nuestra Señora de Guadalupe Reina o del Buen Tono,0.01%,1
,Templo de Nuestra Señora de Loreto,0.05%,9
,Templo de Nuestra Señora de la Candelaria y Guadalupe,0.01%,2
,Templo de Nuestra Señora de la Caridad,0.01%,1
,Templo de Nuestra Señora de la Defensa,0.01%,1
,Templo de Nuestra Señora de la Merced,0.01%,1
,Templo de Nuestra Señora de las Nieves,0.09%,17
,Templo de Nuestra Señora de los Remedios,0.01%,1
,Templo de Nuestra Señora de los Ángeles,0.01%,1
,Templo de Nuestra señora de la Soledad,0.01%,1
,Templo de Nuestro Señor Crucificado,0.01%,1
,Templo de Oxtotipac,0.01%,2
,Templo de Pucyura,0.01%,1
,Templo de Rafael Comac,0.01%,1
,Templo de San Agustín,0.09%,17
,Templo de San Agustín Morelia,0.01%,1
,Templo de San Andrés Hueyapam,0.02%,3
,Templo de San Antonio,0.01%,2
,Templo de San Antonio Cacalotepec,0.04%,8
,Templo de San Diego de Alcalá,0.02%,3
,"Templo de San Diego de Alcalá, Huejotzingo",0.04%,7
,Templo de San Felipe Neri,0.03%,5
,Templo de San Felix,0.03%,5
,Templo de San Fernando,0.01%,1
,Templo de San Francisco,0.09%,17
,Templo de San Francisco Coapa,0.03%,5
,Templo de San Francisco Javier,0.01%,2
,Templo de San Francisco Telixtahuaca,0.01%,1
,Templo de San Francisco de Asís,0.22%,42
,Templo de San Félix Papa,0.01%,1
,Templo de San Gabriel Ometoxtla,0.01%,1
,Templo de San Hipólito Soltepec,0.01%,1
,Templo de San Jerónimo,0.11%,21
,Templo de San Jerónimo Calderas,0.01%,1
,Templo de San Jerónimo Tlacochahuaya,0.01%,1
,Templo de San José,0.03%,6
,Templo de San Juan Evangelista,0.01%,1
,Templo de San Juan de Dios,0.02%,3
,Templo de San Mateo,0.01%,1
,Templo de San Mateo Xoloc,0.01%,1
,Templo de San Matias,0.02%,3
,Templo de San Miguel Arcángel,0.01%,1
,Templo de San Miguel Buenavista,0.01%,1
,Templo de San Miguelito,0.03%,5
,Templo de San Nicolás de Tolentino,0.01%,1
,Templo de San Pedrito,0.05%,10
,Templo de San Pedro Apóstol,0.02%,4
,Templo de San Pedro de Alcántara hoy San Diego,0.03%,5
,Templo de San Pedro de Cangallo,0.01%,1
,Templo de San Pedro de Juli,0.03%,5
,Templo de San Pedro de Quinua,0.03%,5
,"Templo de San Pedro y San Pablo, Teposcolula",0.01%,1
,Templo de San Rafael Comac,0.01%,1
,Templo de San Ramón,0.01%,1
,Templo de San Ramón Nonato,0.02%,3
,Templo de San Roque,0.02%,3
,Templo de San Sebastián,0.05%,10
,Templo de San Sebastián martir,0.02%,4
,Templo de Santa Bárbara Almoloya,0.01%,2
,Templo de Santa Bárbara Tlacatempan,0.02%,4
,Templo de Santa Catalina,0.01%,1
,Templo de Santa Cruz de Jerusalem o Los Santos Lugares,0.04%,8
,Templo de Santa Ines  Zacatelco,0.01%,2
,Templo de Santa Isabel Tepetzala,0.01%,1
,Templo de Santa Lucía,0.02%,4
,Templo de Santa Magdalena,0.01%,1
,Templo de Santa María Magdalena,0.01%,2
